Game Title,Game Publisher,Game Platform,Game Genre,Game Release Date,Critic Score,User Score,Year
Penko Park,Secret Mode,Switch,Adventure/3D/First-Person,2022-09-27,82,tbd,2022.0
Grounded,Xbox Game Studios,PC,Action Adventure/Survival/Sandbox,2022-09-27,83,7.2,2022.0
Life is Strange: Arcadia Bay Collection,Square Enix,Switch,Miscellaneous/Compilation,2022-09-27,67,4.8,2022.0
The Legend of Heroes: Trails from Zero,NIS America/Clouded Leopard Entertainment,PC,Role-Playing/Japanese-Style,2022-09-27,90,7.9,2022.0
The Fridge is Red,tinyBuild/CO5MONAUT,PC,First-Person/Adventure/General/3D,2022-09-27,49,tbd,2022.0
Dome Keeper,Raw Fury/Bippinbits,PC,Action/Strategy/Real-Time/General/Defense,2022-09-27,76,8.5,2022.0
FIFA 23,Electronic Arts,PlayStation 5,Sports/Team/Soccer/Sim,2022-09-27,76,2.2,2022.0
Moonscars,Humble Games,PC,Action/Platformer/Metroidvania,2022-09-27,75,6.2,2022.0
Tunic,Finji,PlayStation 5,Role-Playing/Action Adventure/Action RPG/Open-World,2022-09-27,86,7.8,2022.0
Moonscars,Humble Games,PlayStation 5,Action/Platformer/Metroidvania,2022-09-27,71,5.6,2022.0
The Legend of Heroes: Trails from Zero,NIS America/Koei Tecmo Games,Switch,Role-Playing/Japanese-Style,2022-09-27,86,8.1,2022.0
The Legend of Heroes: Trails from Zero,NIS America/Koei Tecmo Games,PlayStation 4,Role-Playing/Japanese-Style,2022-09-27,80,7.2,2022.0
Hokko Life,Team17/Flyhigh Works/Fireshine Games,Switch,Simulation/Virtual/Virtual Life,2022-09-27,62,tbd,2022.0
Tunic,Finji,Switch,Role-Playing/Action Adventure/Action RPG/Open-World,2022-09-27,88,8.3,2022.0
FIFA 23,Electronic Arts,Xbox Series X,Sports/Team/Soccer/Sim,2022-09-27,79,2.7,2022.0
The Excavation of Hob's Barrow,Wadjet Eye Games/Cloak and Dagger Games,PC,General/Adventure/Point-and-Click,2022-09-28,80,8.1,2022.0
NeverAwake,Neotro Inc./Phoenixx Inc.,PC,Action/General/Shooter/Shoot-'Em-Up/Horizontal,2022-09-28,84,tbd,2022.0
Sam & Max Save the World Remastered,Skunkape Games,PlayStation 4,Adventure/Point-and-Click,2022-09-29,79,tbd,2022.0
Dorfromantik,Toukana Interactive,Switch,Strategy/Turn-Based/General,2022-09-29,82,tbd,2022.0
Let's Build a Zoo,Merge Games/No More Robots,Switch,Strategy/Management/Business / Tycoon,2022-09-29,74,tbd,2022.0
Valkyrie Elysium,Square Enix,PlayStation 5,Role-Playing/Action RPG,2022-09-29,65,5.1,2022.0
Dakar Desert Rally,Saber Interactive,Xbox Series X,Racing/Simulation/Other/Automobile,2022-10-04,67,tbd,2022.0
Overwatch 2,Blizzard Entertainment/Activision,PlayStation 5,Action/Shooter/First-Person/Tactical,2022-10-04,76,1.8,2022.0
Dakar Desert Rally,Saber Interactive,PlayStation 5,Racing/Simulation/Other/Automobile,2022-10-04,69,6.8,2022.0
Alfred Hitchcock: Vertigo,Microids/Maximum Games,PlayStation 5,Action Adventure/Adventure/General/3D/Third-Person,2022-10-04,64,tbd,2022.0
Overwatch 2,Blizzard Entertainment/Activision,PC,Action/Shooter/First-Person/Tactical,2022-10-04,79,1.6,2022.0
NieR: Automata - The End of YoRHa Edition,Square Enix,Switch,Role-Playing/Action RPG,2022-10-06,89,7.0,2022.0
Chaos;Head Noah / Chaos;Child Double Pack,Spike Chunsoft,Switch,Miscellaneous/Compilation,2022-10-07,77,tbd,2022.0
No Man's Sky,Bandai Namco Games/Hello Games,Switch,Action Adventure/Open-World,2022-10-07,83,8.3,2022.0
CHAOS;HEAD NOAH,Spike Chunsoft,Switch,Adventure/Visual Novel,2022-10-07,68,tbd,2022.0
Asterigos: Curse of the Stars,tinyBuild,Xbox Series X,Role-Playing/Action Adventure/Action RPG/Open-World,2022-10-11,75,5.2,2022.0
PGA Tour 2K23,2K Games,PlayStation 5,Sports/Individual/Golf/Sim,2022-10-11,76,6.2,2022.0
PGA Tour 2K23,2K Games,Xbox Series X,Sports/Individual/Golf/Sim,2022-10-11,78,7.2,2022.0
No More Heroes III,XSEED Games,PlayStation 5,Action Adventure/General/Open-World,2022-10-11,71,8.3,2022.0
NHL 23,Electronic Arts,PlayStation 5,Sports/Team/Ice Hockey/Sim,2022-10-11,71,2.7,2022.0
Asterigos: Curse of the Stars,tinyBuild/Acme Gamestudio,PlayStation 5,Role-Playing/Action Adventure/Action RPG/Open-World,2022-10-11,75,6.4,2022.0
NHL 23,Electronic Arts,Xbox Series X,Sports/Team/Ice Hockey/Sim,2022-10-11,71,1.8,2022.0
No More Heroes III,XSEED Games,Xbox Series X,Action Adventure/General/Open-World,2022-10-11,77,tbd,2022.0
Kamiwaza: Way of the Thief,Acquire/NIS America,PlayStation 4,Action Adventure/General,2022-10-11,52,tbd,2022.0
Asterigos: Curse of the Stars,tinyBuild/Acme Gamestudio,PC,Role-Playing/Action Adventure/Action RPG/Open-World,2022-10-11,73,6.3,2022.0
LEGO Bricktales,Thunderful,Xbox Series X,Action Adventure/Sandbox,2022-10-12,72,tbd,2022.0
LEGO Bricktales,Thunderful,PC,Action Adventure/Sandbox,2022-10-12,75,5.8,2022.0
LEGO Bricktales,Thunderful,PlayStation 5,Action Adventure/Sandbox,2022-10-12,69,tbd,2022.0
LEGO Bricktales,Thunderful,Switch,Action Adventure/Sandbox,2022-10-12,70,tbd,2022.0
The Battle of Polytopia,Midjiwan,Switch,Strategy/Turn-Based/4X,2022-10-12,72,tbd,2022.0
The Last Oricru,Prime Matter,PlayStation 5,Role-Playing/Action RPG,2022-10-13,57,7.7,2022.0
CULTIC,3D Realms,PC,Action/Shooter/First-Person/Arcade,2022-10-13,79,7.5,2022.0
Triangle Strategy,Square Enix,PC,Strategy/Turn-Based/Tactics,2022-10-13,84,6.1,2022.0
Atari Mania,Atari,Switch,Miscellaneous/Party / Minigame,2022-10-13,66,tbd,2022.0
The Case of the Golden Idol,Playstack/Color Gray Games,PC,Adventure/General/Point-and-Click,2022-10-13,86,7.9,2022.0
The Last Oricru,Prime Matter,PC,Role-Playing/Action RPG,2022-10-13,53,7.0,2022.0
Lost Eidolons,Ocean Drive Studio,PC,Strategy/Turn-Based/Tactics,2022-10-13,75,8.3,2022.0
Sunday Gold,Team17,PC,Strategy/Turn-Based/General,2022-10-13,73,6.3,2022.0
The Last Oricru,Prime Matter,Xbox Series X,Role-Playing/Action RPG,2022-10-13,50,6.4,2022.0
Dragon Ball: The Breakers,Bandai Namco Games/Gamestop,PlayStation 4,Action Adventure/General,2022-10-14,54,5.3,2022.0
Scorn,Ebb Software/Kepler Interactive,Xbox Series X,Action Adventure/General,2022-10-14,64,7.0,2022.0
Dragon Ball: The Breakers,Bandai Namco Games,Xbox Series X,Action Adventure/General,2022-10-14,54,4.8,2022.0
Scorn,Ebb Software/Kepler Interactive,PC,Action Adventure/General,2022-10-14,70,6.7,2022.0
Dragon Ball: The Breakers,Bandai Namco Games,PC,Action Adventure/General,2022-10-14,53,5.2,2022.0
Nickelodeon Kart Racers 3: Slime Speedway,GameMill Entertainment,PlayStation 5,Racing/Arcade/Automobile,2022-10-14,70,7.0,2022.0
Nickelodeon Kart Racers 3: Slime Speedway,GameMill Entertainment,Switch,Racing/Arcade/Automobile,2022-10-14,64,7.3,2022.0
Dragon Ball: The Breakers,Bandai Namco Games,PlayStation 5,Action Adventure/General,2022-10-14,54,7.3,2022.0
A Plague Tale: Requiem,Focus Entertainment/Focus Entertainment,PC,Action Adventure/Linear,2022-10-17,82,8.3,2022.0
Potionomics,XSEED Games,PC,Strategy/Management/Business / Tycoon,2022-10-17,80,7.6,2022.0
Ghostbusters: Spirits Unleashed,IllFonic/Nighthawk Interactive,PlayStation 5,Action Adventure/General,2022-10-18,68,8.2,2022.0
Them's Fightin' Herds,Maximum Games/Modus Games/Humble Games,Xbox Series X,Action/Fighting/2D,2022-10-18,80,tbd,2022.0
A Plague Tale: Requiem,Focus Entertainment/Focus Entertainment,Xbox Series X,Action Adventure/Linear,2022-10-18,85,8.6,2022.0
Ghostbusters: Spirits Unleashed,IllFonic/Nighthawk Interactive,Xbox Series X,Action Adventure/General,2022-10-18,74,7.4,2022.0
A Plague Tale: Requiem,Focus Entertainment/Maximum Games/Focus Entertainment,PlayStation 5,Action Adventure/Linear,2022-10-18,82,8.0,2022.0
Ghostbusters: Spirits Unleashed,IllFonic,PC,Action Adventure/General,2022-10-18,69,7.1,2022.0
Uncharted: Legacy of Thieves Collection,PlayStation Studios/PlayStation PC,PC,Miscellaneous/Compilation,2022-10-19,88,4.7,2022.0
The Last Hero of Nostalgaia,Coatsink Software,PC,Action Adventure/General,2022-10-19,75,tbd,2022.0
The Valiant,THQ Nordic,PC,Strategy/Real-Time/General,2022-10-19,73,5.9,2022.0
Mario + Rabbids Sparks of Hope,Ubisoft,Switch,Strategy/Turn-Based/Tactics,2022-10-20,86,7.5,2022.0
"Warhammer 40,000: Shootas, Blood & Teef",Rogueside,Switch,Action/Platformer/2D,2022-10-20,67,tbd,2022.0
Vampire Survivors,poncle,PC,Action/Role-Playing/Shooter/Roguelike/Shoot-'Em-Up/Top-Down,2022-10-20,87,8.2,2022.0
Batora: Lost Haven,Team17,PlayStation 5,Role-Playing/Action RPG,2022-10-20,72,7.3,2022.0
Batora: Lost Haven,Team17/Stormind Games,PC,Role-Playing/Action RPG,2022-10-20,68,7.4,2022.0
Ultra Kaiju Monster Rancher,Bandai Namco Games,Switch,Role-Playing/Trainer,2022-10-20,75,9.4,2022.0
"Warhammer 40,000: Shootas, Blood & Teef",Rogueside,PC,Action/Platformer/2D,2022-10-20,78,tbd,2022.0
New Tales from the Borderlands,2K Games,PlayStation 5,Adventure/General,2022-10-21,56,5.5,2022.0
New Tales from the Borderlands,2K Games/Gearbox Publishing,PC,Adventure/General,2022-10-21,69,3.6,2022.0
Persona 5 Royal,Sega/Atlus,Switch,Role-Playing/Japanese-Style,2022-10-21,94,8.4,2022.0
Gotham Knights,Warner Bros. Interactive Entertainment/Warner Bros. Games,PC,Action Adventure/Open-World,2022-10-21,66,3.4,2022.0
Gotham Knights,Warner Bros. Interactive Entertainment/Warner Bros. Games,Xbox Series X,Action Adventure/Open-World,2022-10-21,64,3.9,2022.0
Persona 5 Royal,Sega/Atlus,Xbox Series X,Role-Playing/Japanese-Style,2022-10-21,94,8.4,2022.0
Persona 5 Royal,Sega/Atlus,PC,Role-Playing/Japanese-Style,2022-10-21,95,8.5,2022.0
Gotham Knights,Warner Bros. Interactive Entertainment/Warner Bros. Games,PlayStation 5,Action Adventure/Open-World,2022-10-21,68,4.8,2022.0
Persona 5 Royal,Sega/Atlus,PlayStation 5,Role-Playing/Japanese-Style,2022-10-21,91,7.8,2022.0
Yomawari: Lost in the Dark,NIS America,Switch,Action Adventure/Adventure/General,2022-10-25,83,7.6,2022.0
Mount & Blade II: Bannerlord,Taleworlds Entertainment,PC,PC-style RPG/Role-Playing/Western-Style,2022-10-25,77,8.0,2022.0
Mount & Blade II: Bannerlord,Koch Media/Prime Matter,Xbox Series X,Role-Playing/Western-Style,2022-10-25,73,6.5,2022.0
Yomawari: Lost in the Dark,NIS America,PlayStation 4,Action Adventure/Adventure/General,2022-10-25,72,7.0,2022.0
Victoria 3,Paradox Interactive,PC,Strategy/Real-Time/General,2022-10-25,83,4.8,2022.0
Paradigm Paradox,Aksys Games,Switch,Adventure/Visual Novel,2022-10-27,73,tbd,2022.0
Sackboy: A Big Adventure,PlayStation PC,PC,Action/Platformer/3D,2022-10-27,81,8.1,2022.0
Saturnalia,Santa Ragione,PlayStation 5,Action Adventure/Survival,2022-10-27,72,tbd,2022.0
Saturnalia,Santa Ragione,PC,Action Adventure/Survival,2022-10-27,80,6.8,2022.0
Star Ocean: The Divine Force,Square Enix,PlayStation 5,Role-Playing/Action RPG,2022-10-27,69,6.4,2022.0
Gunfire Reborn,505 Games,Xbox Series X,Action/Shooter/First-Person/Arcade,2022-10-27,75,6.4,2022.0
Signalis,Humble Games,Xbox One,Action Adventure/Survival,2022-10-27,82,7.9,2022.0
Signalis,Humble Games,PlayStation 4,Action Adventure/Survival,2022-10-27,80,8.4,2022.0
Arkanoid: Eternal Battle,Microids,PlayStation 5,Action/Arcade,2022-10-27,68,tbd,2022.0
Signalis,rose-engine/Humble Games,PC,Action Adventure/Survival,2022-10-27,81,8.1,2022.0
Call of Duty: Modern Warfare II,Activision,Xbox Series X,Action/Shooter/First-Person/Tactical/Arcade,2022-10-28,77,6.5,2022.0
Resident Evil Village: Winters' Expansion,Capcom,PC,Action Adventure/Survival,2022-10-28,71,2.8,2022.0
Resident Evil Village: Winters' Expansion,Capcom,Xbox Series X,Action Adventure/Survival,2022-10-28,65,1.8,2022.0
Ace Angler: Fishing Spirits,Bandai Namco Games,Switch,Sports/Individual/Nature/Fishing,2022-10-28,65,tbd,2022.0
Bayonetta 3,Nintendo,Switch,Action Adventure/Linear,2022-10-28,86,7.2,2022.0
Resident Evil Village: Winters' Expansion,Capcom,PlayStation 5,Action Adventure/Survival,2022-10-28,73,3.9,2022.0
